SNOMED_CID,SNOMED_FSN,SNOMED_ENTITY,UMLS_CUI
417996009,Systolic heart failure ,disorder,C1135191
418103007,Hypertrophy of lingual tonsil ,disorder,C1400137
419645003,Benign neoplasm of oral cavity ,disorder,C0347197
420519005,Malignant lymphoma of the eye region ,disorder,C1719786
422504002,Ischemic stroke ,disorder,C0948008
423294001,Idiopathic hypereosinophilic syndrome ,disorder,C0206141
423417009,Tendinitis of hand ,disorder,C1828009
42344001,Psychosis caused by ingestible alcohol ,disorder,C0033936
424294008,Delayed hypersensitivity skin test for tuberculin purified protein derivative ,procedure,C0041290
424648000,Closed fracture of base of fifth metatarsal bone ,disorder,C1827851
424959007,Foreign body of neck ,disorder,C1827090
426284001,Chemical burn ,disorder,C0006435
426566004,Central pain syndrome ,disorder,C1536114
426896000,Chronic hypercapnic respiratory failure ,disorder,C1960052
427547007,Female infertility due to diminished ovarian reserve ,disorder,C1960453
427746000,Mass of shoulder region ,finding,C1997795
427749007,History of operative procedure on knee ,situation,C1997395
427788009,Ulcer of genital labium ,disorder,C1996959
428071007,History of repair of coarctation of aorta ,situation,C1997029
428077006,History of repair of inguinal hernia ,situation,C1997146
428375006,History of placement of stent for coronary artery disease ,situation,C1997535
428786006,Localized superficial swelling of skin ,finding,C1998380
428892006,History of thyroidectomy ,situation,C1997520
428912006,History of placement of stent in anterior descending branch of left coronary artery ,situation,C1997319
429016002,History of medullary carcinoma of thyroid ,situation,C1997422
429089000,History of malignant neoplasm of endometrium ,situation,C1998051
429164009,History of excision of lamina of lumbar vertebra for decompression of spinal cord ,situation,C1997831
429447000,Disorder of tendon of biceps ,disorder,C1996944
4.29631E+14,Glanular hypospadias ,disorder,C0452168
433237003,Cholestasis in newborn ,disorder,C1112213
43422002,Crushing injury of foot ,disorder,C0160993
439590007,Cardiovascular stress test abnormal ,finding,C2584400
441099000,Atypical squamous cells of undetermined significance on vaginal Papanicolaou smear ,finding,C2349685
441846005,Nonspecific tuberculin test reaction ,finding,C0159127
442077006,Flaccid hemiplegia of nondominant side ,disorder,C0375209
442098006,Mass of foot ,finding,C2174297
442460002,Procedure on wound ,procedure,C2711120
443250000,Malignant fibromatous neoplasm ,disorder,C1302856
443495005,Neoplasm of lymphoid system structure ,disorder,C2733399
443678007,Splinter foreign body ,disorder,C1960195
443718009,Autoantibody screening for celiac disease positive ,finding,C2732574
443760008,Sleep hypoventilation ,disorder,C2732337
444197004,"Multiple system atrophy, Parkinson variant ",disorder,C2733447
444374006,Type C thymoma ,disorder,C0205969
44455001,Hypersomnia disorder related to a known organic factor ,disorder,C0270543
444597005,Extranodal marginal zone lymphoma of mucosa-associated lymphoid tissue of stomach ,disorder,C2919631
444767004,Fussy toddler ,finding,C2919177
444814009,Viral sinusitis ,disorder,C0748731
444932008,Dependence on ventilator ,finding,C2911574
445088006,Edema of face ,finding,C0542571
445201008,Carcinoembryonic antigen above reference range ,finding,C2919160
445429009,Excision of lamina of cervical vertebra ,procedure,C2919897
445460009,Epstein-Barr virus antibody in serum positive ,finding,C2919240
445478004,Degenerative joint disease of pelvis ,disorder,C2919204
44548000,Hyperactive behavior ,finding,C0424295
44653001,Erysipelas ,disorder,C0014733
446859003,Laceration of nail bed of toe ,disorder,C2959957
44695005,Paralysis ,finding,C0522224
45369008,Neurohypophyseal diabetes insipidus ,disorder,C0687720
45613006,Contusion of lower leg ,disorder,C0160952
4568003,Retrosternal pain ,finding,C0151826
45688009,Pars planitis ,disorder,C0030593
45828008,"Anemia in mother complicating pregnancy, childbirth AND/OR puerperium ",disorder,C0269684
46716003,Microalbuminuria measurement ,procedure,C0740086
46795000,Actinic cheilitis ,disorder,C0267026
47374004,Tarsal tunnel syndrome ,disorder,C0039319
47717004,Abnormal deglutition ,finding,C0232519
47841006,Chronic nasopharyngitis ,disorder,C0155826
48273005,Aneurysm of popliteal artery ,disorder,C0264964
48409008,Respiratory crackles ,finding,C0034642
48611009,Darier disease ,disorder,C0022595
48813009,Lymphocytopenia ,disorder,C0024312
49130001,Disorder of external ear ,disorder,C0155388
49209004,Subtotal gastrectomy ,procedure,C0030600
49563000,Periorbital edema ,disorder,C0151205
50715003,Pure red cell aplasia ,disorder,C0034902
50792001,Corneal erosion ,disorder,C0392163
50793006,Crushing injury of hand ,disorder,C0273444
5084002,Primary female infertility ,disorder,C0269229
52824009,Developmental reading disorder ,disorder,C0920296
53854005,Chorioretinal scar ,disorder,C0008512
54012000,Posttraumatic headache ,finding,C0032816
54641008,Closed fracture of base of metacarpal bone other than first metacarpal ,disorder,C0272686
54687002,Arterial embolism ,disorder,C0549124
55042009,Contusion of ankle ,disorder,C0160956
5510009,Organic delusional disorder ,disorder,C0029225
56170001,Photopsia ,disorder,C0085635
57219006,Craniosynostosis syndrome ,disorder,C0010278
57805002,Alternating exotropia with V pattern ,disorder,C0155332
58381000,Hypersplenism ,disorder,C0020532
58849003,Aspiration of food ,finding,C0232071
5.91E+11,Vaccine declined by patient ,situation,C3266685
59698003,Disorder of conjunctiva ,disorder,C0009759
59703009,Cervical arthrodesis by anterior technique ,procedure,C0186011
59890007,Paralytic lagophthalmos ,finding,C0155197
60032008,Unable to concentrate ,finding,C0235198
609380008,Bowing deformity of lower limb ,finding,C3662294
609564002,Pre-existing type 1 diabetes mellitus in pregnancy ,disorder,C0851207
61167004,Thyroid stimulating hormone measurement ,procedure,C0202230
61372001,Aggressive behavior ,finding,C0001807
61937009,Simple chronic bronchitis ,disorder,C0155872
63181006,Paranoid schizophrenia in remission ,disorder,C0270400
6374002,Bundle branch block ,disorder,C0006384
64386003,Sedative abuse ,disorder,C1456771
64635004,Congenital nystagmus ,disorder,C0700501
6475002,"Primary degenerative dementia of the Alzheimer type, presenile onset, uncomplicated ",disorder,C3241944
65619001,Rectovaginal fistula ,disorder,C0034895
65814009,Subluxation of lens ,disorder,C0023316
65958008,Hiccoughs ,finding,C0019521
66926007,Closed fracture of femoral condyle of femur ,disorder,C0272754
67557008,Laparoscopic cholecystectomy with exploration of common duct ,procedure,C0521265
67905004,Acute-on-chronic respiratory failure ,disorder,C0264491
68033004,Tracheostomy complication ,disorder,C0155921
68360003,Closed fracture of multiple sites of phalanges of hand ,disorder,C0272701
68451005,Chronic arthritis due to gout ,disorder,C0268108
6929003,Urethral caruncle ,disorder,C0152247
6990005,Fracture of shaft of tibia ,disorder,C0272767
699462004,Monoarthritis ,disorder,C0158026
700038005,Mastitis associated with lactation ,disorder,C0269985
702785000,Large cell anaplastic lymphoma T cell and Null cell type ,disorder,C0206180
705066004,Dissection of internal carotid artery ,disorder,C0751815
70534000,Occult spinal dysraphism sequence ,disorder,C0080218
708921005,Carcinoma of central portion of breast ,disorder,C4041032
713029000,Dissection of thoracoabdominal aorta ,disorder,C0837144
715950008,Anaplastic lymphoma kinase positive large B-cell lymphoma ,disorder,C1333294
71884009,Precordial pain ,finding,C0232286
72128008,Disorder of refraction AND/OR accommodation ,disorder,C0339670
721537005,Acquired Horner syndrome ,disorder,C0751203
72275000,Relapsing polychondritis ,disorder,C0032453
722813003,Strain of tendon of wrist ,disorder,C4302291
7231009,Bullous dermatosis ,disorder,C0085932
723177002,Recurrent ulcer of mouth ,disorder,C0554021
72893007,Brachial neuritis ,disorder,C0221759
73181007,Recurrent pterygium ,disorder,C0155158
73410007,Benign secondary renovascular hypertension ,disorder,C0264642
73817000,Inflammation of intestine caused by radiation ,disorder,C0259795
74417001,Mucopurulent chronic bronchitis ,disorder,C0155873
74682007,Crushing injury of toe ,disorder,C0273448
75630004,Derangement of temporomandibular joint ,disorder,C0266941
7573000,Classical phenylketonuria ,disorder,C0751434
767002009,Congenital dislocation of left hip ,disorder,C3887337
767003004,Congenital dislocation of right hip ,disorder,C3887338
76902006,Tetanus ,disorder,C0039614
76956004,"Amputation of finger, except thumb ",procedure,C0177646
7699004,Adhesive middle ear disease ,disorder,C0155478
770626007,Congenital Horner syndrome ,disorder,C1840475
772005003,Failed ventouse delivery ,situation,C4750120
77224008,Spina bifida of lumbar region ,disorder,C0266503
78129009,Thrombotic thrombocytopenic purpura ,disorder,C0034155
78141002,Erb-Duchenne paralysis ,disorder,C0270897
78715003,Subdeltoid bursitis ,disorder,C0149848
79168008,Congenital genu varum ,disorder,C0152432
80093006,Enophthalmos ,disorder,C0014306
80623000,"Sleep-wake schedule disorder, delayed phase type ",disorder,C0393770
82275008,Allergic granulomatosis angiitis ,disorder,C0008728
83785004,Transient blindness ,disorder,C0155003
84568007,Atrophic gastritis ,disorder,C0017154
84760002,"Schizoaffective disorder, depressive type ",disorder,C0270497
85042000,Epiphora due to insufficient drainage ,disorder,C0155234
85470006,"Testosterone measurement, total ",procedure,C0202227
85942002,Ulceration of intestine ,disorder,C0151971
86088003,Centesis ,procedure,C0034115
86234004,Hypertensive heart AND renal disease ,disorder,C0155601
86347007,Traumatic urethral stricture ,disorder,C0403698
87366001,Total elbow replacement ,procedure,C0186781
87688009,Cholesteatoma of middle ear ,disorder,C0155490
87696004,Hemorrhagic cystitis ,disorder,C0085692
88562000,Acquired deformity of ankle AND/OR foot ,disorder,C0264150
88805009,Chronic congestive heart failure ,disorder,C0264722
89091004,Edema of eyelid ,disorder,C0162285
89405008,Vesicovaginal fistula ,disorder,C0042582
89452002,Hyperplastic polyp of intestine ,disorder,C0267364
8971008,Psychalgia ,finding,C0152174
89966002,Hematoma of scrotum ,disorder,C0268936
90673000,Burning sensation ,finding,C0085624
92369000,Benign neoplasm of skin of lip ,disorder,C0153982
92394004,Benign neoplasm of soft tissues of lower limb ,disorder,C0684706
93162007,Lipoma of spermatic cord ,disorder,C0153972
93195001,"Malignant lymphoma of lymph nodes of head, face AND/OR neck ",disorder,C0432556
93974005,Primary malignant neoplasm of prostate ,disorder,C1330959
94243009,Secondary malignant neoplasm of central nervous system ,disorder,C0686377
94351005,Secondary malignant neoplasm of intrathoracic lymph nodes ,disorder,C0686645
94409002,Secondary malignant neoplasm of mediastinum ,disorder,C0153677
94628003,Secondary malignant neoplasm of retroperitoneum ,disorder,C0346992
95418008,Muscle spasm of head and/or neck ,disorder,C0521518
95441000,Pulmonary artery stenosis ,disorder,C0238397
95800001,Asteroid hyalosis ,disorder,C0521770
95827002,Congenital hearing disorder ,disorder,C0236038
9682006,Fracture of scapula ,disorder,C0159667
9953008,Acute alcoholic liver disease ,disorder,C0001306
9957009,Urethral discharge ,finding,C0152447
102449007,Tardive dyskinesia ,disorder,C3714760
109385007,Kaposi's sarcoma ,disorder,C0036220
109843000,Hepatoblastoma ,disorder,C0206624
109972003,"Follicular non-Hodgkin's lymphoma, large cell ",disorder,C1264190
111347003,Exostosis of jaw ,disorder,C0155955
111479008,Organic mental disorder ,disorder,C0029227
112104007,Localized pain ,finding,C0520962
11226001,Fuchs' heterochromic cyclitis ,disorder,C0016782
11791001,Necrotizing vasculitis ,disorder,C1318520
118618005,Mycosis fungoides ,disorder,C0026948
118939000,Disorder of neck ,disorder,C0558385
122465003,Reconstruction procedure ,procedure,C0524865
122856003,Oral examination ,procedure,C0376306
12351004,Crowding of teeth ,disorder,C0040433
123608004,Cholangiectasis ,disorder,C0585008
125597008,Injury of forearm ,disorder,C0016537
125665001,Crushing injury ,disorder,C0332679
126824007,Neoplasm of stomach ,disorder,C0038356
127018007,Neoplasm of thyroid gland ,disorder,C0040136
128351009,Eye infection ,disorder,C0015403
129128006,Infectious disorder of kidney ,disorder,C0021313
129252005,Suprapubic cystostomy ,procedure,C0087042
129846003,Polypharmacy ,finding,C2922974
14949009,Old disruption of ligament of knee ,disorder,C0263789
15803009,Bladder pain ,finding,C0232849
160381001,Family history: Gastrointestinal disease ,situation,C0455420
160417009,Family history of congenital disease ,situation,C1261329
160603005,Light cigarette smoker ,1-9 cigs/day,C0425295
161155000,School problem ,finding,C0580094
161483005,History of Bell's palsy ,situation,C0455514
161811009,History of perinatal fetal loss ,situation,C0438097
16358007,Chronic disease of tonsils AND/OR adenoids ,disorder,C0155828
168749009,Mammography normal ,finding,C0436449
16965008,Insertion of intra-aortic balloon counterpulsation ,procedure,C0190359
171237002,Skin disease screening ,procedure,C0420052
171251002,Urine screening abnormal ,finding,C0438142
172485001,Laser trabeculoplasty ,procedure,C0395482
175095005,Open ablation of atrioventricular node ,procedure,C0397406
17542004,Accident while engaged in work-related activity ,event,C0586557
178155009,Plastic repair of tendon ,procedure,C0565350
179950008,Abnormal defecation ,finding,C0232698
18003009,Gender identity disorder of adulthood ,disorder,C0270312
18283000,Acquired deformity of nose ,disorder,C0028431
18526009,Disorder of appendix ,disorder,C0267613
18643000,Ethmoidal sinusitis ,disorder,C0015029
187732006,Malignant tumor of cardia ,disorder,C0153417
187793004,Malignant tumor of pancreatic duct ,disorder,C0153461
188075008,Malignant melanoma of foot ,disorder,C0346808
188240003,Malignant tumor of vault of bladder ,disorder,C0496827
18842008,Corticobasal degeneration ,disorder,C0393570
190368000,Type I diabetes mellitus with ulcer ,disorder,C0579065
190829000,Chronic urate nephropathy ,disorder,C0268769
191956005,Psychogenic hyperventilation ,finding,C0149715
192082001,Aggressive unsocial conduct disorder ,disorder,C0339015
193137006,Lesion of radial nerve ,disorder,C0154744
193967004,Swelling of eyelid ,finding,C0560024
195303005,Gangrene of foot ,disorder,C0459830
195677001,Recurrent acute tonsillitis ,disorder,C0339868
195790000,Pansinusitis ,disorder,C0558362
195957006,Chronic bullous emphysema ,disorder,C1261120
196983007,Regional ileocolitis ,disorder,C0267383
197001004,Superior mesenteric vein thrombosis ,disorder,C0340704
