Word,POS,IOB,Tag
LE,NNP,I-NP,B-PROBLEM
swelling,VBG,O,I-PROBLEM
bibasilar,JJ,B-NP,B-PROBLEM
consolidations,NNS,I-NP,I-PROBLEM
His,PRP$,O,B-PROBLEM
oxygen,NN,B-NP,I-PROBLEM
requirement,NN,I-NP,I-PROBLEM
metastatic,JJ,B-NP,B-PROBLEM
RCC,NNP,I-NP,I-PROBLEM
fever,NN,B-NP,B-PROBLEM
hypoxemia,NN,B-NP,B-PROBLEM
bibasilar,JJ,B-NP,B-PROBLEM
pneumonia,NN,I-NP,I-PROBLEM
Bibasilar,JJ,B-NP,B-PROBLEM
pneumonia,NN,I-NP,I-PROBLEM
community-acquired,JJ,B-NP,B-PROBLEM
pneumonia,NN,I-NP,I-PROBLEM
an,DT,B-NP,B-PROBLEM
oxygen,NN,I-NP,I-PROBLEM
requirement,NN,I-NP,I-PROBLEM
ground,NN,B-NP,B-PROBLEM
glass,NN,I-NP,I-PROBLEM
opacities,NNS,I-NP,I-PROBLEM
an,DT,O,B-PROBLEM
underlying,VBG,O,I-PROBLEM
infectious,JJ,B-NP,I-PROBLEM
process,NN,I-NP,I-PROBLEM
Metastatic,JJ,B-NP,B-PROBLEM
RCC,NNP,I-NP,I-PROBLEM
acute,JJ,B-NP,B-PROBLEM
infection,NN,I-NP,I-PROBLEM
significant,JJ,I-NP,B-PROBLEM
increase,NN,I-NP,I-PROBLEM
in,IN,B-VP,I-PROBLEM
tumor,NN,B-NP,I-PROBLEM
burden,NN,I-NP,I-PROBLEM
abnormal,JJ,B-NP,B-PROBLEM
TFTs,NNP,I-NP,I-PROBLEM
destruction,NN,B-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
L,NNP,B-NP,I-PROBLEM
femoral,JJ,B-NP,I-PROBLEM
neck,NN,I-NP,I-PROBLEM
an,DT,B-NP,B-PROBLEM
acute,JJ,I-NP,I-PROBLEM
fracture,NN,I-NP,I-PROBLEM
Renal,JJ,B-NP,B-PROBLEM
insufficiency,NN,I-NP,I-PROBLEM
underlying,VBG,O,B-PROBLEM
malignancy,NN,B-NP,I-PROBLEM
prerenal,JJ,B-NP,B-PROBLEM
component,NN,I-NP,I-PROBLEM
COMPLICATIONS,NNP,I-NP,B-PROBLEM
ABOMENAL,NNP,I-NP,B-PROBLEM
AND,NNP,I-NP,I-PROBLEM
AND,NNP,I-NP,I-PROBLEM
ASCOCIATED,NNP,I-NP,I-PROBLEM
NAUSEA,NNP,I-NP,I-PROBLEM
PAIN,NNP,B-NP,B-PROBLEM
FLATUS,NNP,I-NP,B-PROBLEM
SMALL,NNP,I-NP,B-PROBLEM
BOWEL,NNP,I-NP,I-PROBLEM
OBSTRUCTION,NNP,I-NP,I-PROBLEM
ISCHEMIC,NNP,I-NP,B-PROBLEM
SMALL,NNP,I-NP,I-PROBLEM
BOWEL,NNP,I-NP,I-PROBLEM
AFEBRILE,NNP,I-NP,B-PROBLEM
ANY,NNP,I-NP,B-PROBLEM
COMPLICATIONS,NNP,I-NP,I-PROBLEM
bilateral,JJ,B-NP,B-PROBLEM
shoulder,NN,I-NP,I-PROBLEM
pain,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
right,JJ,I-NP,I-PROBLEM
rotator,NN,I-NP,I-PROBLEM
cuff,NN,I-NP,I-PROBLEM
tear,NN,I-NP,I-PROBLEM
increased,VBN,O,B-PROBLEM
pain,NN,B-NP,I-PROBLEM
in,IN,B-VP,I-PROBLEM
his,PRP$,O,I-PROBLEM
left,JJ,B-NP,I-PROBLEM
shoulder,NN,I-NP,I-PROBLEM
intraoperative,JJ,I-NP,B-PROBLEM
complications,NNS,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
prolonged,JJ,I-NP,I-PROBLEM
course,NN,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
advancement,NN,B-NP,I-PROBLEM
with,IN,B-VP,I-PROBLEM
range,NN,B-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
motion,NN,B-NP,I-PROBLEM
left,JJ,B-NP,B-PROBLEM
shoulder,NN,I-NP,I-PROBLEM
pain,NN,I-NP,I-PROBLEM
his,PRP$,O,B-PROBLEM
postoperative,JJ,B-NP,I-PROBLEM
range,NN,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
motion,NN,B-NP,I-PROBLEM
His,PRP$,O,B-PROBLEM
wound,NN,B-NP,I-PROBLEM
signs,NNS,I-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
infection,NN,B-NP,I-PROBLEM
persistently,RB,O,B-PROBLEM
elevated,VBN,O,I-PROBLEM
blood,NN,B-NP,I-PROBLEM
sugars,NNS,I-NP,I-PROBLEM
newly,RB,O,B-PROBLEM
diagnosed,VBN,O,I-PROBLEM
diabetes,NNS,B-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
wide,JJ,I-NP,I-PROBLEM
excursions,NNS,I-NP,I-PROBLEM
diabetes,NNS,I-NP,B-PROBLEM
occasional,JJ,B-NP,B-PROBLEM
spells,NNS,I-NP,I-PROBLEM
jitteriness,NN,B-NP,B-PROBLEM
some,DT,B-NP,B-PROBLEM
orthostatic,JJ,I-NP,I-PROBLEM
dizziness,NN,I-NP,I-PROBLEM
his,PRP$,O,B-PROBLEM
problems,NNS,B-NP,I-PROBLEM
an,DT,B-NP,B-PROBLEM
autonomic,JJ,I-NP,I-PROBLEM
type,NN,I-NP,I-PROBLEM
neuropathy,JJ,O,I-PROBLEM
some,DT,B-NP,B-PROBLEM
underlying,JJ,I-NP,I-PROBLEM
diabetic,JJ,I-NP,I-PROBLEM
process,NN,I-NP,I-PROBLEM
his,PRP$,O,B-PROBLEM
neurologic,JJ,B-NP,I-PROBLEM
conditions,NNS,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
well,NN,I-NP,I-PROBLEM
healed,VBN,O,I-PROBLEM
left,VBD,B-VP,I-PROBLEM
shoulder,NN,B-NP,I-PROBLEM
wound,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
term,NN,I-NP,I-PROBLEM
pregnancy,NN,I-NP,I-PROBLEM
issues,NNS,B-NP,B-PROBLEM
issues,NNS,B-NP,B-PROBLEM
murmur,NN,I-NP,B-PROBLEM
issues,NNS,I-NP,B-PROBLEM
chronic,JJ,B-NP,B-PROBLEM
obstructive,JJ,I-NP,I-PROBLEM
pulmonary,JJ,I-NP,I-PROBLEM
disease,NN,I-NP,I-PROBLEM
severe,JJ,B-NP,B-PROBLEM
lobular,JJ,I-NP,I-PROBLEM
emphysema,NN,I-NP,I-PROBLEM
progressive,JJ,B-NP,B-PROBLEM
shortness,NN,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
breath,NN,B-NP,I-PROBLEM
inability,NN,B-NP,B-PROBLEM
to,TO,O,I-PROBLEM
carry,VB,O,I-PROBLEM
on,IN,B-VP,I-PROBLEM
with,IN,B-VP,I-PROBLEM
activities,NNS,B-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
daily,JJ,B-NP,I-PROBLEM
living,NN,I-NP,I-PROBLEM
steroid,JJ,B-NP,B-PROBLEM
dependent,NN,I-NP,I-PROBLEM
asbestos,NN,B-NP,B-PROBLEM
exposure,NN,I-NP,I-PROBLEM
tuberculosis,NN,B-NP,B-PROBLEM
exposure,NN,I-NP,I-PROBLEM
mild,JJ,B-NP,B-PROBLEM
cataracts,NNS,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
subtle,JJ,I-NP,I-PROBLEM
temporal,JJ,I-NP,I-PROBLEM
disc,NN,I-NP,I-PROBLEM
pallor,NN,I-NP,I-PROBLEM
OD,NNP,I-NP,I-PROBLEM
optic,JJ,B-NP,B-PROBLEM
neuritis,NN,I-NP,I-PROBLEM
acute,JJ,I-NP,B-PROBLEM
pathology,NN,I-NP,I-PROBLEM
sinus,VBN,O,B-PROBLEM
problems,NNS,B-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
trigeminal,JJ,I-NP,I-PROBLEM
pain,NN,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
sphenoid,NN,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
patient,NN,I-NP,I-PROBLEM
&apos;s,NNP,I-NP,I-PROBLEM
discomfort,NN,I-NP,I-PROBLEM
mild,JJ,B-NP,B-PROBLEM
adjustment,NN,I-NP,I-PROBLEM
related,VBN,O,I-PROBLEM
anxiety,NN,B-NP,I-PROBLEM
tobacco,NN,B-NP,B-PROBLEM
abuse,NN,I-NP,I-PROBLEM
her,PRP$,O,B-PROBLEM
condition,NN,B-NP,I-PROBLEM
cataracts,NNS,B-NP,B-PROBLEM
glaucoma,NN,B-NP,B-PROBLEM
diabetes,NNS,B-NP,B-PROBLEM
loss,NN,I-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
consciousness,NN,B-NP,I-PROBLEM
dizziness,NN,I-NP,B-PROBLEM
chest,NN,I-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
shortness,NN,I-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
breath,NN,B-NP,I-PROBLEM
afebrile,RB,O,B-PROBLEM
cyanosis,NN,I-NP,B-PROBLEM
clubbing,VBG,O,B-PROBLEM
edema,NN,B-NP,B-PROBLEM
a,DT,B-NP,B-PROBLEM
front,JJ,I-NP,I-PROBLEM
focal,JJ,I-NP,I-PROBLEM
hemorrhage,NN,I-NP,I-PROBLEM
in,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
left,JJ,I-NP,I-PROBLEM
occipital,JJ,I-NP,I-PROBLEM
lobe,NN,I-NP,I-PROBLEM
intraparenchymal,JJ,B-NP,B-PROBLEM
hemorrhage,NN,I-NP,I-PROBLEM
epidural,JJ,O,B-PROBLEM
or,CC,O,I-PROBLEM
subdural,JJ,B-NP,I-PROBLEM
hemorrhage,NN,I-NP,I-PROBLEM
near,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
falx,NN,I-NP,I-PROBLEM
shift,NN,I-NP,B-PROBLEM
stable,JJ,B-NP,B-PROBLEM
bleed,NN,I-NP,I-PROBLEM
lower,JJR,O,B-PROBLEM
back,RB,O,I-PROBLEM
pain,NN,B-NP,I-PROBLEM
an,DT,B-NP,B-PROBLEM
accident,NN,I-NP,I-PROBLEM
at,IN,B-VP,I-PROBLEM
work,NN,B-NP,I-PROBLEM
This,DT,O,B-PROBLEM
increased,VBN,O,B-PROBLEM
right,RB,O,B-PROBLEM
sided,VBN,O,I-PROBLEM
sciatica,NN,B-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
lateral,JJ,I-NP,I-PROBLEM
L-1,JJ,I-NP,I-PROBLEM
S-1,NNP,I-NP,I-PROBLEM
disc,NN,I-NP,I-PROBLEM
bulge,NN,I-NP,I-PROBLEM
small,JJ,B-NP,B-PROBLEM
L-4-4,NNP,I-NP,I-PROBLEM
bulge,NN,I-NP,I-PROBLEM
pain,NN,B-NP,B-PROBLEM
pain,NN,B-NP,B-PROBLEM
hyperbilirubinemia,NN,B-NP,B-PROBLEM
issues,NNS,B-NP,B-PROBLEM
issues,NNS,B-NP,B-PROBLEM
murmur,NN,I-NP,B-PROBLEM
issues,NNS,I-NP,B-PROBLEM
adenocarcinoma,NN,B-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
prostate,NN,I-NP,I-PROBLEM
persistent,JJ,B-NP,B-PROBLEM
urinary,JJ,I-NP,I-PROBLEM
retention,NN,I-NP,I-PROBLEM
failure,NN,B-NP,B-PROBLEM
to,TO,O,I-PROBLEM
thrive,VB,O,I-PROBLEM
decreased,JJ,B-NP,B-PROBLEM
hematocrit,NN,I-NP,I-PROBLEM
elevated,VBN,O,B-PROBLEM
BUN,NNP,B-NP,I-PROBLEM
urinary,JJ,B-NP,B-PROBLEM
incontinence,NN,I-NP,I-PROBLEM
body,NN,B-NP,B-PROBLEM
weight,JJ,B-NP,I-PROBLEM
loss,NN,I-NP,I-PROBLEM
his,PRP$,O,B-PROBLEM
renal,JJ,B-NP,I-PROBLEM
failure,NN,I-NP,I-PROBLEM
bilateral,JJ,B-NP,B-PROBLEM
hydronephrosis,NN,I-NP,I-PROBLEM
obstructive,JJ,O,B-PROBLEM
uropathy,JJ,O,I-PROBLEM
prostate,VB,O,B-PROBLEM
CA,NNP,B-NP,I-PROBLEM
in,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
pelvic,JJ,I-NP,I-PROBLEM
area,NN,I-NP,I-PROBLEM
the,DT,O,B-PROBLEM
increasing,VBG,O,I-PROBLEM
creatinine,NN,B-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
patient,NN,I-NP,I-PROBLEM
&apos;s,NNP,I-NP,I-PROBLEM
hematocrit,NN,I-NP,I-PROBLEM
hematuria,NNS,B-NP,B-PROBLEM
his,PRP$,O,B-PROBLEM
renal,JJ,B-NP,I-PROBLEM
function,NN,I-NP,I-PROBLEM
hyperkalemia,NN,B-NP,B-PROBLEM
the,DT,B-NP,B-PROBLEM
persistent,JJ,I-NP,I-PROBLEM
blood,NN,I-NP,I-PROBLEM
in,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
urine,NN,I-NP,I-PROBLEM
vascular,JJ,I-NP,B-PROBLEM
injuries,NNS,I-NP,I-PROBLEM
constipation,NN,B-NP,B-PROBLEM
dysuria,NN,B-NP,B-PROBLEM
fever,NN,I-NP,B-PROBLEM
chills,NNS,B-NP,B-PROBLEM
cough,NN,I-NP,B-PROBLEM
chest,NN,I-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
palpitations,NNS,I-NP,B-PROBLEM
epigastric,JJ,B-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
body,NN,B-NP,B-PROBLEM
weight,JJ,B-NP,I-PROBLEM
loss,NN,I-NP,I-PROBLEM
headache,NN,I-NP,B-PROBLEM
bone,NN,I-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
patient,NN,I-NP,I-PROBLEM
&apos;s,NN,I-NP,I-PROBLEM
hematuria,NN,I-NP,I-PROBLEM
further,JJ,B-NP,B-PROBLEM
damage,NN,I-NP,I-PROBLEM
to,TO,O,I-PROBLEM
the,DT,B-NP,I-PROBLEM
patient,NN,I-NP,I-PROBLEM
&apos;s,NNP,I-NP,I-PROBLEM
kidney,NN,I-NP,I-PROBLEM
renal,JJ,B-NP,B-PROBLEM
function,NN,I-NP,I-PROBLEM
his,PRP$,O,B-PROBLEM
electrolyte,NN,B-NP,I-PROBLEM
and,CC,O,I-PROBLEM
metabolic,JJ,B-NP,I-PROBLEM
acidosis,NN,I-NP,I-PROBLEM
his,PRP$,O,B-PROBLEM
metabolic,JJ,B-NP,I-PROBLEM
acidosis,NN,I-NP,I-PROBLEM
atrial,JJ,B-NP,B-PROBLEM
fibrillation,NN,I-NP,I-PROBLEM
this,DT,B-NP,B-PROBLEM
well,NN,I-NP,I-PROBLEM
advanced,VBD,B-VP,I-PROBLEM
prostate,NN,B-NP,I-PROBLEM
CA,NNP,I-NP,I-PROBLEM
sternal,JJ,B-NP,B-PROBLEM
wound,NN,I-NP,I-PROBLEM
infection,NN,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
same,JJ,I-NP,I-PROBLEM
diagnosis,NN,I-NP,I-PROBLEM
lymphoma,NN,I-NP,B-PROBLEM
an,DT,B-NP,B-PROBLEM
insulin-dependent,JJ,I-NP,I-PROBLEM
diabetic,NN,I-NP,I-PROBLEM
Enterococci,NNP,B-NP,B-PROBLEM
Staphylococcus,NNP,B-NP,B-PROBLEM
the,DT,B-NP,B-PROBLEM
wound,NN,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
persistent,JJ,I-NP,I-PROBLEM
fevers,NNS,I-NP,I-PROBLEM
yeast,RB,O,B-PROBLEM
a,DT,B-NP,B-PROBLEM
small,JJ,I-NP,I-PROBLEM
complication,NN,I-NP,I-PROBLEM
opened,VBD,B-VP,B-PROBLEM
a,DT,B-NP,B-PROBLEM
left,JJ,I-NP,I-PROBLEM
ankle,NN,I-NP,I-PROBLEM
wound,IN,B-VP,I-PROBLEM
difficult,JJ,B-NP,B-PROBLEM
ambulation,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
small,JJ,I-NP,I-PROBLEM
ulcer,NN,I-NP,I-PROBLEM
in,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
sacral,JJ,I-NP,I-PROBLEM
area,NN,I-NP,I-PROBLEM
multiple,VBN,O,B-PROBLEM
myeloma,NNS,B-NP,I-PROBLEM
lower,JJR,O,B-PROBLEM
back,RB,O,I-PROBLEM
pain,NN,B-NP,I-PROBLEM
diffuse,IN,B-VP,B-PROBLEM
spinal,JJ,B-NP,I-PROBLEM
column,NN,I-NP,I-PROBLEM
involvement,NN,I-NP,I-PROBLEM
lesions,NNS,B-NP,B-PROBLEM
in,IN,B-VP,I-PROBLEM
T4,NNP,B-NP,I-PROBLEM
and,CC,O,I-PROBLEM
T8,NNP,B-NP,I-PROBLEM
cord,NN,I-NP,B-PROBLEM
compression,NN,I-NP,I-PROBLEM
mid,VB,O,B-PROBLEM
back,RB,O,I-PROBLEM
pain,NN,B-NP,I-PROBLEM
noticeably,RB,O,B-PROBLEM
increasing,VBG,O,I-PROBLEM
bilateral,JJ,B-NP,I-PROBLEM
lower,JJR,I-NP,I-PROBLEM
extremity,NN,I-NP,I-PROBLEM
weakness,NN,I-NP,I-PROBLEM
numbness,RB,O,B-PROBLEM
in,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
lower,JJR,I-NP,I-PROBLEM
extremities,NNS,I-NP,I-PROBLEM
difficulty,NN,B-NP,B-PROBLEM
rising,VBG,O,I-PROBLEM
from,IN,B-VP,I-PROBLEM
a,DT,B-NP,I-PROBLEM
chair,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
right,JJ,I-NP,I-PROBLEM
posterior,JJ,I-NP,I-PROBLEM
lateral,JJ,I-NP,I-PROBLEM
epidural,JJ,I-NP,I-PROBLEM
mass,NN,I-NP,I-PROBLEM
cord,NN,B-NP,B-PROBLEM
compression,NN,I-NP,I-PROBLEM
right,JJ,B-NP,B-PROBLEM
lower,JJR,I-NP,I-PROBLEM
extremity,NN,I-NP,I-PROBLEM
pain,NN,I-NP,I-PROBLEM
could,MD,O,B-PROBLEM
not,RB,O,I-PROBLEM
walk,VB,O,I-PROBLEM
the,DT,B-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
red,JJ,O,B-PROBLEM
swollen,VBN,O,B-PROBLEM
increasingly,RB,O,B-PROBLEM
painful,JJ,O,I-PROBLEM
chronic,JJ,B-NP,B-PROBLEM
bilateral,JJ,I-NP,I-PROBLEM
lower,JJR,I-NP,I-PROBLEM
extremity,NN,I-NP,I-PROBLEM
swelling,VBG,O,I-PROBLEM
the,DT,B-NP,B-PROBLEM
right,JJ,I-NP,I-PROBLEM
lower,JJR,I-NP,I-PROBLEM
extremity,NN,I-NP,I-PROBLEM
swelling,NN,I-NP,I-PROBLEM
some,DT,B-NP,B-PROBLEM
fecal,JJ,I-NP,I-PROBLEM
incontinence,NN,I-NP,I-PROBLEM
urinary,JJ,B-NP,B-PROBLEM
incontinence,NN,I-NP,I-PROBLEM
headache,NN,B-NP,B-PROBLEM
arm,NN,B-NP,B-PROBLEM
weakness,NN,I-NP,I-PROBLEM
changes,NNS,B-NP,B-PROBLEM
in,IN,B-VP,I-PROBLEM
vision,NN,B-NP,I-PROBLEM
dysarthria,NN,B-NP,B-PROBLEM
abdominal,JJ,B-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
nausea,NN,B-NP,B-PROBLEM
vomiting,NN,B-NP,B-PROBLEM
chest,VBP,O,B-PROBLEM
pain,NN,B-NP,I-PROBLEM
shortness,NN,B-NP,B-PROBLEM
of,IN,B-VP,I-PROBLEM
breath,NN,B-NP,I-PROBLEM
Pseudomonas,NNP,B-NP,B-PROBLEM
aeruginosa,NN,I-NP,I-PROBLEM
his,PRP$,O,B-PROBLEM
sepsis,NN,B-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
Pseudomonas,NNP,I-NP,I-PROBLEM
sepsis,NN,I-NP,I-PROBLEM
picture,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
Pseudomonas,NNP,I-NP,I-PROBLEM
cellulitis,NN,I-NP,I-PROBLEM
sepsis,NN,I-NP,B-PROBLEM
Pseudomonas,NNP,B-NP,B-PROBLEM
the,DT,B-NP,B-PROBLEM
wound,NN,I-NP,I-PROBLEM
Pseudomonas,NNP,B-NP,B-PROBLEM
aeruginosa,NN,I-NP,I-PROBLEM
The,DT,B-NP,B-PROBLEM
organism,NN,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
organism,NN,I-NP,I-PROBLEM
&apos;s,NNP,I-NP,I-PROBLEM
susceptibility,NN,I-NP,I-PROBLEM
erythema,VBN,O,B-PROBLEM
along,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
lateral,JJ,I-NP,I-PROBLEM
right,NN,I-NP,I-PROBLEM
lower,JJR,B-NP,I-PROBLEM
extremity,NN,I-NP,I-PROBLEM
extreme,JJ,B-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
his,PRP$,O,B-PROBLEM
Pseudomonas,NNP,B-NP,I-PROBLEM
cellulitis,NN,I-NP,I-PROBLEM
erythema,NN,B-NP,B-PROBLEM
this,DT,B-NP,B-PROBLEM
erythema,NN,I-NP,I-PROBLEM
his,PRP$,O,B-PROBLEM
sepsis,NN,B-NP,I-PROBLEM
rapid,JJ,B-NP,B-PROBLEM
AF,NNP,I-NP,I-PROBLEM
atrial,JJ,B-NP,B-PROBLEM
fibrillation,NN,I-NP,I-PROBLEM
septic,JJ,O,B-PROBLEM
decreased,JJ,B-NP,B-PROBLEM
global,JJ,I-NP,I-PROBLEM
EF,NNP,I-NP,I-PROBLEM
his,PRP$,O,B-PROBLEM
paroxysmal,JJ,B-NP,I-PROBLEM
atrial,JJ,I-NP,I-PROBLEM
fibrillation,NN,I-NP,I-PROBLEM
tachycardia,NN,B-NP,B-PROBLEM
blood,NN,B-NP,B-PROBLEM
pressure,NN,I-NP,I-PROBLEM
alteration,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
plasmacytoma,NN,I-NP,I-PROBLEM
the,DT,B-NP,B-PROBLEM
plasmacytoma,NN,I-NP,I-PROBLEM
The,DT,B-NP,B-PROBLEM
patient,NN,I-NP,I-PROBLEM
&apos;s,NNP,I-NP,I-PROBLEM
lesion,NN,I-NP,I-PROBLEM
infectious,JJ,O,B-PROBLEM
plasmacytoma,NN,B-NP,B-PROBLEM
a,DT,B-NP,B-PROBLEM
cord,NN,I-NP,I-PROBLEM
compression,NN,I-NP,I-PROBLEM
increasing,VBG,O,B-PROBLEM
lower,JJR,B-NP,I-PROBLEM
extremity,NN,I-NP,I-PROBLEM
edema,NN,I-NP,I-PROBLEM
steroid,VBN,O,B-PROBLEM
induced,VBN,O,I-PROBLEM
diabetes,NNS,B-NP,I-PROBLEM
mellitus,RB,O,I-PROBLEM
high,JJ,O,B-PROBLEM
improving,VBG,O,B-PROBLEM
septic,JJ,B-NP,I-PROBLEM
pictures,NNS,I-NP,I-PROBLEM
respiratory,JJ,B-NP,B-PROBLEM
compromise,NN,I-NP,I-PROBLEM
increasing,VBG,O,B-PROBLEM
pulmonary,JJ,B-NP,I-PROBLEM
edema,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
poor,JJ,I-NP,I-PROBLEM
nutritional,JJ,I-NP,I-PROBLEM
status,NN,I-NP,I-PROBLEM
hypoalbuminemia,NN,B-NP,B-PROBLEM
ELEVATED,NNP,B-NP,B-PROBLEM
PT,NNP,I-NP,I-PROBLEM
and,CC,O,I-PROBLEM
PTT,NNP,B-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
low,JJ,I-NP,I-PROBLEM
platelet,NN,I-NP,I-PROBLEM
count,NN,I-NP,I-PROBLEM
his,PRP$,O,B-PROBLEM
bleeding,NN,B-NP,I-PROBLEM
risk,NN,I-NP,I-PROBLEM
abdominal,JJ,B-NP,B-PROBLEM
pain,NN,I-NP,I-PROBLEM
intussuception,NN,I-NP,B-PROBLEM
fever,NN,B-NP,B-PROBLEM
tachycardia,NN,B-NP,B-PROBLEM
terrible,JJ,B-NP,B-PROBLEM
vasculopathy,JJ,I-NP,I-PROBLEM
dry,JJ,B-NP,B-PROBLEM
gangrene,NN,I-NP,I-PROBLEM
of,IN,B-VP,I-PROBLEM
the,DT,B-NP,I-PROBLEM
distal,JJ,I-NP,I-PROBLEM
stump,NN,I-NP,I-PROBLEM
respiratory,NN,B-NP,B-PROBLEM
distress,NN,I-NP,I-PROBLEM
tachycardia,NN,B-NP,B-PROBLEM
fever,RB,O,B-PROBLEM
effusions,NNS,B-NP,B-PROBLEM
CHF,NNP,B-NP,B-PROBLEM
overlying,VBG,O,B-PROBLEM
pnumonia,NN,B-NP,I-PROBLEM
Klebsiella,NNP,B-NP,B-PROBLEM
UTI,NNP,I-NP,I-PROBLEM
MRSA,NNP,B-NP,B-PROBLEM
a,DT,B-NP,B-PROBLEM
failed,JJ,I-NP,I-PROBLEM
bedside,NN,I-NP,I-PROBLEM
swallow,NN,I-NP,I-PROBLEM
study,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
small,JJ,I-NP,I-PROBLEM
hydro-pneumothorax,NN,I-NP,I-PROBLEM
VRE,NNP,B-NP,B-PROBLEM
low,JJ,B-NP,B-PROBLEM
grade,NN,I-NP,I-PROBLEM
fevers,NNS,I-NP,I-PROBLEM
continued,JJ,B-NP,B-PROBLEM
fevers,NNS,I-NP,I-PROBLEM
PVC,NNP,B-NP,B-PROBLEM
ST,NNP,B-NP,B-PROBLEM
segment,NN,I-NP,I-PROBLEM
depression,NN,I-NP,I-PROBLEM
mild,JJ,B-NP,B-PROBLEM
elevation,NN,I-NP,I-PROBLEM
patient,NN,B-NP,B-PROBLEM
's,POS,O,I-PROBLEM
apparent,JJ,B-NP,I-PROBLEM
cognitive,JJ,I-NP,I-PROBLEM
decline,NN,I-NP,I-PROBLEM
prominent,JJ,B-NP,B-PROBLEM
sulci,NN,I-NP,I-PROBLEM
enlarged,VBD,B-VP,B-PROBLEM
ventricles,NNS,B-NP,I-PROBLEM
dementia,NN,B-NP,B-PROBLEM
the,DT,B-NP,B-PROBLEM
patient,NN,I-NP,I-PROBLEM
's,POS,O,I-PROBLEM
cognitive,JJ,B-NP,I-PROBLEM
symptoms,NNS,I-NP,I-PROBLEM
metabolic,NN,I-NP,B-PROBLEM
encephalopathy,NN,I-NP,I-PROBLEM
his,PRP$,O,B-PROBLEM
multiple,JJ,B-NP,I-PROBLEM
medical,JJ,I-NP,I-PROBLEM
problems,NNS,I-NP,I-PROBLEM
Underlying,VBG,O,B-PROBLEM
dementia,NN,B-NP,I-PROBLEM
an,DT,O,B-PROBLEM
overlying,VBG,O,I-PROBLEM
delerium,NN,B-NP,I-PROBLEM
his,PRP$,O,B-PROBLEM
poor,JJ,B-NP,I-PROBLEM
nutritional,JJ,I-NP,I-PROBLEM
status,NN,I-NP,I-PROBLEM
a,DT,B-NP,B-PROBLEM
large,JJ,I-NP,I-PROBLEM
gastric,JJ,I-NP,I-PROBLEM
ulcer,NN,I-NP,I-PROBLEM
H.,NNP,B-NP,B-PROBLEM
pylori,NN,I-NP,I-PROBLEM
